,adechiyamoedtashlum,aimmekura,akredit,alutbniya,anashim,aprisattushlum,atidmechiradira,atidmechiradiran,baalutdirallobealim,baalutdirallobealimkama,baalutdiranosefet,baalutdiranosefetkama,baayabiluy,baayachinuch,baayachoshech,baayahaznacha,baayakvish,baayamatos,baayamifal,baayarakevet,baayarech,baayazevel,baayazihum,bituachmenahalimmb,chanayapratit,chederaronot,cheshbonchasum,chisachonatid,chisachonhayom,diramedurag,diranosefet12,diranosefetp12,dividend,esek,gemelvpizuyimmb,ginapratit,godelginapratit,godelkarkalochaklait,hagdalatdira,halvaalodiyuracher,halvaalodiyurashrai,halvaalodiyuravoda,halvaalodiyurbank,halvaalodiyurbituach,halvaalodiyurlising,hanashimshnatit,hasakapratit,hashkaot,haskachisachon,haskaloneemanut,haskaneemanut,haskapikdon,hdividendshnatit,hesderdiyur,hesekshnatit,hevidoch,hhashkaotshnatit,hishtalmut,hribitshnatit,hschirutshnatit,k_baalut,k_mispchadarim,k_mispchadarimmegurim,k_mispmeconiyot,k_mizug,k_shaotozeret,kamaginapratit,kamakarkalochaklait,kamakivun,kamamirpeset,kamasherutim,karkaacheret,karkachaklait,karkachaklaitsetach,karkalochaklait,kesefhutzacher,kesefhutzd,kesefhutzdinary,kesefhutze,kesefhutzl,khishmb,kibelmechirdiran,kivun,kneemanutmb,kniyaatiditdira,kpensiamb,kupotgemel,m_chodashimcheshbonchasum,m_chodashimminus,m_dmeschirutchodeshi,m_halvaadiyur,m_halvaalodiyur,m_kesefkniyaatidit,m_kesefmb,m_mechirdiraknuyab12,m_mechirkarka,m_misgeretashrai,m_peamimpniyabank,m_schumhalvaadiyur,m_setachmigrashbayitprati,m_shuvidira,m_yeshashrai,maaliyot,machsanbetochd,machsanmid,matbeaalutbniya,matbeabniya,matbeachisachon,matbeahutz,matbeaknuya,matbealoneemanut,matbeaneemanut,matbeapikdon,matzavkatid,matzavkavar,mazavkatid,mazavkavar,mbnifkadgalkodem,mdidakarkachaklait,mdidakarkalochaklait,mechiradirankama,mechiradiranosefet,mechirbniya,mechirknuya,meconit,mekorsetach,men18up,menayotmb,milgatlimudim,minus,mirpesetchitzonit,mirpesetsherut,mishkalmb,mispdirotbinyan,mispkomotbinyan,mocher,mosdothul,mosdotnew,mspdirotbekomatmegurim,nefashot0_14,nefashot0_17,nefashot15up,nefashot18up,nofantena,nofgag,nofkvish,nofkvishpnimi,nofrakevet,nofsetachpatuch,nofsetachyarok,nofyam,ofenbaalut,ofenbaalutmigrash,ozeret,pensiaavoda,pikdonotmb,pniyabank,ribit,s_seker,sachnefashot,sacshnatikolel_lembnew,schirut,schumhalvaalodiyur,setachbayitpraty,setachdira,sfarim,shanabniya,shanarechishab,shanarechishak,shiirochchisachonchodesh,shiirochchisachonshana,shiirochchisachonyom,shiirochloneemanutchodesh,shiirochloneemanutshana,shiirochloneemanutyom,shiirochneemanutchodesh,shiirochneemanutshana,shiirochneemanutyom,shiirochpikdonchodesh,shiirochpikdonshana,shiirochpikdonyom,shuvidirotlomegurim,siduri,sidurimakorpitzul,sinuyimpnimiimbdira,sugcheshbon,sugdira,sugmatbeahutzacher,sumhgemelshnatit,sumhhishshnatit,sumhhulshnatit,sumhmilgashnatit,sumhmosdotshnatitnew,sumhpensiashnatit,taarichrechishab,taarichrechishak,taasukaozeret,tahasokaozeret,tchisachonmb,wave,women18up,yitraneagachmemshaltibahuz,yitraneagachmemshaltibschum,yitranemenayotbahuz,yitranemenayotbschum
10,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,3.0,,,,0.0,,,,4.0,,8.0,,0.5_upto_5,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,637.940117532,,,,0.0,60670.66666666667,,0.0,0.0,2.0,2.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,2.0,60670.66666666667,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,
11,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,our_income_cover_only_our_expenses,,,,600.0,0.0,,,,,,,,,,,,,,400.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,0.5_upto_5,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,0.0,,0.0,,,,503.420441422,,,,0.0,91539.125,,0.0,0.0,1.0,1.0,,,,,,,,,,,YES,48000.0,,,0.0,2012.0,1.0,170539.125,30000.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,
12,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,0.0,,,,3.0,,,,ABOVE_15,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,NO,,2.0,,0.0,,,,468.569562281,,,,0.0,41698.83333333333,,0.0,0.0,3.0,3.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,3.0,48518.83333333333,0.0,,,,upto_10,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,
13,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_use_our_savings_to_cover_soe_of_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,,,0.5_upto_5,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,NO,,1.0,,0.0,,,,462.920460546,,,,0.0,39584.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,2.0,39584.0,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,
14,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,YES,,0.0,,0.0,,,,785.00534356,,,,0.0,2056.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,156792.25,0.0,,,,upto_10,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
15,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,,,,,,,,,,NO,,1.0,,0.0,,,,462.920460546,,,,0.0,43878.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,7200.0,,,0.0,2012.0,2.0,51078.0,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
16,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,2.0,,0.0,,,,458.973005113,,,,0.0,49300.0,,0.0,0.0,3.0,3.0,,,,,,,,,,,NO,21600.0,,,0.0,2012.0,3.0,70900.0,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
17,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,YES,,1.0,,0.0,,,,903.380471797,,,,0.0,75339.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,176700.0,,,0.0,2012.0,2.0,252039.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
18,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,302.825180591,,,,0.0,98607.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,126000.0,,,15000.0,2012.0,2.0,279207.0,39600.0,,,,11_upto_25_,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
19,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,NO,,1.0,,0.0,,,,382.200396342,,,,0.0,26432.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,52832.0,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
20,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,652.883737424,,,,0.0,0.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,428600.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,high_probability_,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,YES,,1.0,,0.0,,,,758.319104417,,,,0.0,11551.0,,4.0,4.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,6.0,851551.0,0.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
22,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,8.0,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,NO,,1.0,,0.0,,,,641.554158545,,,,0.0,27881.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,99674.09166666667,0.0,,,,upto_10,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,,,,,,,,,,YES,,1.0,,0.0,,,,1029.28470483,,,,0.0,0.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,81684.0,0.0,,,,upto_10,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
24,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,,,5.5_upto_10,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,NO,,0.0,,0.0,,,,527.327883415,,,,0.0,31697.75,,0.0,0.0,1.0,1.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,1.0,31697.75,0.0,,,,11_upto_25_,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,
25,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,we_are_in_debts,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,4.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,YES,,0.0,,0.0,,,,1053.912746026,,,,0.0,31427.666666666664,,0.0,0.0,2.0,2.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,2.0,34472.666666666664,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,
26,,,,,24000.0,,,,,,,,,,,,,,,,,,,,,,,quiet_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,0.0,,,,3.0,,,,0.5_upto_5,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,NO,,1.0,,0.0,,,,1741.653447187,,,,0.0,0.0,,0.0,0.0,1.0,1.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,1.0,36338.880000000005,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,1.0,,,1.0,0.0,,,,
27,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,8.0,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,5.0,,,,0.0,,,,3.0,,,,0.5_upto_5,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,NO,,1.0,,0.0,,,,462.920460546,,,,0.0,51252.0,,0.0,0.0,2.0,2.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,2.0,51252.0,0.0,,,,ABOVE_200_,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,
28,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,3.0,,1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,YES,,2.0,,0.0,,,,344.345711719,,,,0.0,0.0,,0.0,0.0,3.0,3.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,3.0,152600.0,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,
29,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not_probable,we_save_little,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,,,5.0,,1,,0.5_upto_5,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,2.0,,0.0,,,,767.751061313,,,,0.0,7034.166666666667,,1.0,2.0,4.0,3.0,,,,,,,,,,,YES,0.0,,,0.0,2012.0,5.0,319434.1666666667,0.0,,,,26_upto_100__,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,
30,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,highly_not_probable,our_income_cover_only_our_expenses,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,24000.0,,,,4.0,,2,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,YES,,1.0,,0.0,,,,368.70056968,,,,0.0,20247.333333333332,,0.0,0.0,3.0,3.0,,,,,,,,,,,NO,0.0,,,0.0,2012.0,3.0,118327.33333333333,40800.0,,,,101_upto_200__,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,
